Columna2,Columna3,Columna4,Columna5,Columna7,Columna8,Columna10,Columna11,Columna12,Columna13,Columna15,Columna16,Columna17,Columna18,Columna19,Columna20,Columna21,Columna22,Columna24,Columna25,Columna26
ACUSACION,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SECCIONAL,SEXO_VICTIMA,TOTAL_VICTIMAS
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,GIRARDOTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,MEDELLÍN,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,MEDELLÍN,Colombia,,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,PUEBLORRICO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,NECHÍ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,PRIMERA INFANCIA 0 - 5,SI,SI,NO,Ley 906,TURBO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ANTIOQUIA,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Arauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,TAME,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE ARAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Arauca,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,ARAUCA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ARAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Arauca,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,ARAUCA,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE ARAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"Archipiélago de San Andrés, Providencia y Santa Catalina",INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SAN ANDRÉS,Colombia,Colombia,"DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,BARRANQUILLA,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,GALAPA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,POLONUEVO,Colombia,,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,11
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Venezuela,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,2
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTO MAYOR DE 60,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTO MAYOR DE 60,SI,SI,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,8
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Venezuela,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,PRIMERA INFANCIA 0 - 5,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,PRIMERA INFANCIA 0 - 5,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,,DIRECCIÓN SECCIONAL DE BOGOTÁ,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,15
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,3
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,INFANCIA 6 - 11,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,,DIRECCIÓN SECCIONAL DE BOGOTÁ,,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,4
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,2
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,SIN DATO,SI,NO,NO,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,ALTOS DEL ROSARIO,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,MASCULINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,COPER,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,GUATEQUE,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BUSBANZÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,TUNUNGUÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,YOPAL,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE CASANARE,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,YOPAL,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CASANARE,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,AGUAZUL,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CASANARE,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,ARGELIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,POPAYÁN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,PUERTO TEJADA,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,SANTANDER DE QUILICHAO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,LÓPEZ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,SUCRE,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,GUAPI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,INFANCIA 6 - 11,SI,SI,NO,Ley 906,GUAPI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,VALLEDUPAR,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CESAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,VALLEDUPAR,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CESAR,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,AGUACHICA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SAN ALBERTO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,INDAGACIÓN,INFANCIA 6 - 11,SI,SI,NO,Ley 906,SAN ALBERTO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,VALLEDUPAR,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CESAR,FEMENINO,2
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,AGUACHICA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,MONTERÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SAHAGÚN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,MONTERÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,Ley 906,LORICA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,Ley 906,MONTERÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,SOACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,SOACHA,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,SOACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,VILLETA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,Ley 906,UBALÁ,Colombia,,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,Ley 906,PUERTO SALGAR,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALDAS,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INVESTIGACIÓN,ADULTO MAYOR DE 60,SI,SI,SI,Ley 906,COTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SAN JOSÉ DEL GUAVIARE,Colombia,Colombia,DIRECCIÓN SECCIONAL DE GUAVIARE,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,TELLO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,Ley 906,SITIONUEVO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,SANTA MARTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SANTA MARTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,PLATO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,SANTA MARTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,SANTA MARTA,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
NO,2021,2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,FUNDACIÓN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,MASCULINO,1
